C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score
PDHA1,1.6069516,0.0,50.16175,SH3BGRL3,1.5845417,8.748028445778162e-30,11.748832,KCNH2,3.9729383,1.9145137297746227e-93,20.69929,GBA,1.4827706,0.0,50.185936,S100A11,1.1107446,0.0,43.84154,KIF11,2.492113,0.0,45.066532,HIST1H4C,2.4245546,0.0,50.95295,SFXN1,2.7515655,0.0,43.75273,ABCC4,3.7887194,1.0052291286786802e-261,34.73788,LITAF,1.2924371,0.0,39.689793,ATP2B1,2.1537232,1.9069422009215807e-226,32.318893,CAPG,2.4525387,0.0,55.362183,VWF,6.6470637,8.20968610499062e-34,12.613874,DKC1,2.5382545,3.407351169086107e-15,8.580795,ENG,4.80292,1.2078763035430579e-200,30.425354,IL2RG,1.2825856,8.121402878417199e-07,5.71448
B4GALT5,1.6463702,0.0,49.601486,S100A10,2.5115879,2.377308105624089e-29,11.661772,ACTB,0.5016359,4.788606483397188e-93,20.654476,RAB27A,1.356205,0.0,49.701202,NAMPT,1.9421651,0.0,43.677044,CHI3L1,2.0537555,0.0,44.963966,TK1,2.602948,0.0,50.661053,LGALS1,2.3600538,0.0,43.544464,PRDX6,2.930135,7.608249371085427e-261,34.678864,ATP6AP1,1.5049461,0.0,39.62091,CXCL8,2.2926247,2.5057941051153266e-223,32.09447,VIM,2.116881,0.0,54.958366,ZC3H12C,4.0465865,8.980266789547847e-34,12.604808,DMTN,4.4723477,6.276003848567742e-15,8.505712,CD151,4.4271603,3.324977219858363e-200,30.391237,CREM,2.028584,1.4903326064225376e-06,5.5980577
TENT5A,2.3294895,0.0,48.802998,APLP2,2.0469635,7.737674442402776e-29,11.556468,PAXBP1,2.2940133,8.66838526151925e-88,20.056026,HP,3.2294953,0.0,49.485428,FOSL2,1.7961842,0.0,43.612328,SMC4,1.8794059,0.0,44.431908,DEFA4,3.3883018,0.0,50.59784,PLPP1,4.1366615,0.0,43.444725,RGS2,4.003868,1.7269719066841915e-259,34.588055,USF2,1.6033533,0.0,39.587135,KLF6,1.8179426,5.356344997150548e-223,32.070004,IRF8,5.4247766,0.0,54.63359,DNM3,7.9285274,1.374384126867604e-33,12.569258,RACK1,2.4432685,6.853626490219486e-15,8.493279,TFPI2,9.072557,2.988218366321778e-199,30.318144,CD2,7.998884,1.5706088859221247e-06,5.588294
PDZD8,1.8017513,0.0,48.57379,OAZ1,0.77559316,1.6912090459522388e-28,11.486975,CD96,2.7829819,1.7421387430146912e-87,20.02088,ITGB2,1.5335162,0.0,49.3912,CHI3L1,1.992538,0.0,43.06377,CKAP2,2.2299094,0.0,43.766357,ZWINT,2.3465831,0.0,50.106964,RHEX,5.375935,0.0,42.965908,PALM2-AKAP2,3.0185678,5.758944519865591e-259,34.551838,FTL,0.8593468,0.0,39.50883,CD4,1.8425344,1.988227896578503e-221,31.95643,CTSS,2.7549207,0.0,54.403683,MPP7,4.8679233,3.0780316130216756e-33,12.503434,BLVRB,3.5309763,7.653951867706688e-15,8.478265,RHOC,5.456155,1.4758851638528952e-198,30.26466,SATB1,3.31098,1.587835828051472e-06,5.585742
MYB,2.4857192,0.0,48.376965,NCF2,1.5527685,3.525702024568088e-28,11.419183,EGR3,1.5817894,7.416324779426276e-85,19.714212,LCN2,3.5518875,0.0,49.38314,MXD1,1.7461559,0.0,43.048576,KIF22,2.223121,0.0,43.73625,TPX2,2.2462149,0.0,50.012085,RAB27B,4.8126717,0.0,42.267986,HPGDS,4.322304,2.1228777650929458e-256,34.37983,CCL4L2,2.6311784,0.0,39.34672,PLA2G7,2.9846878,5.296766291684682e-218,31.708113,CTSD,2.609266,0.0,54.282093,MAX,2.7794514,9.811323642611418e-33,12.405439,ABCC4,3.273409,8.60445452470066e-15,8.462493,LAMB1,9.686445,1.4822708679771857e-197,30.187626,KMT2E,1.6989906,2.9609485865546488e-06,5.461082
APEX1,2.4475832,0.0,48.341885,S100A11,1.0335572,1.3857138589787156e-27,11.295516,SLC29A1,1.7415411,4.235945788257886e-84,19.625092,GCA,1.6592358,0.0,49.187687,SERINC2,2.6188588,0.0,42.95127,HIST1H1C,1.6905179,0.0,43.373447,FOXM1,2.344658,0.0,49.347065,C5orf22,3.6358948,0.0,41.987175,PTGS1,3.6884563,4.011028083910435e-256,34.360664,SDC4,2.5828478,0.0,39.041145,TLR2,2.9922163,8.737939675757879e-218,31.691578,CORO1C,2.6218715,0.0,54.195663,EMD,2.719788,1.8207570294796265e-32,12.354051,CDK4,2.5984828,9.456450392032576e-15,8.449375,IGFBP4,6.7419,2.609050027607837e-197,30.16813,PDCD4,2.7260408,7.031590813515817e-06,5.287999
PLPPR3,3.6080341,0.0,48.33988,TIMP2,1.5170847,5.5179773063017315e-27,11.169234,MAP3K8,0.9005609,1.5128963446815923e-82,19.44077,FOLR3,2.4589381,0.0,49.131428,EVI2A,2.2008665,0.0,42.892303,TOP2A,2.53104,0.0,42.92237,TENT5A,2.272574,0.0,49.323296,AHNAK,2.9581254,0.0,41.51445,BTK,3.6191552,3.7939313203671627e-252,34.09149,DDHD1,2.3701987,0.0,39.026062,MAFB,3.0894413,1.9590097214909997e-215,31.519753,IL1A,3.6730287,0.0,53.77118,TLN1,3.1367528,2.601285577445193e-32,12.321895,CD36,3.962302,1.117301996489329e-14,8.427806,RAI14,7.963278,5.450566230282258e-196,30.066565,CCSER2,2.1631207,8.203468347371547e-06,5.2551546
MAT2A,1.6215891,0.0,47.85538,CYP27A1,2.9315708,3.881360129103078e-26,10.98683,ENTPD1,1.5653028,9.571599665017968e-80,19.103977,SUSD3,2.549307,0.0,48.9493,AKIRIN2,1.7195913,0.0,42.760742,BPI,2.115137,0.0,42.909157,MT-ATP6,2.0826101,0.0,48.576218,ST3GAL4,2.8346488,0.0,41.501106,GCSAML,4.007114,2.0900895892520205e-251,34.040825,THBD,2.4788888,0.0,38.940327,CYP1B1,2.6032174,5.0296158834806364e-207,30.899214,CXCL16,3.1491034,0.0,53.659267,HPSE,6.890271,6.179586243010625e-32,12.250259,OSBP2,8.13971,1.1227019339142014e-14,8.425205,TPM2,7.5969853,1.1098801497981018e-195,30.042183,SPOCK2,11.437373,8.270030146056543e-06,5.2531033
MT-CO2,2.3085132,0.0,47.203094,CTSC,1.2867128,2.735010067218814e-25,10.804363,SEMA7A,1.7333448,2.1139543933534465e-79,19.062216,IVNS1ABP,1.5393537,0.0,48.548805,SDCBP,1.582796,0.0,42.71254,ANP32E,1.5617039,0.0,42.854507,MCM7,2.118716,0.0,48.130596,PRG2,3.2024834,0.0,41.454704,CTTNBP2,4.337669,2.356332237781839e-249,33.90125,B2M,0.6638402,0.0,38.889206,LPXN,2.3082535,6.351299887640586e-204,30.666746,ANXA5,2.4809089,0.0,53.576687,SELP,9.693751,3.2777246132013077e-31,12.112547,LDB1,2.6040728,1.258226190119326e-14,8.408035,BACE2,4.9446716,2.4147560274628786e-195,30.015593,UBA52,1.3687091,9.246005669999044e-06,5.2305875
HELLS,2.2342112,0.0,46.984375,CD163,3.4940617,6.989241455681078e-24,10.49209,FRY,2.2464051,6.804178258322669e-78,18.877632,PYGL,1.5508411,0.0,48.29532,VASP,1.0706091,0.0,42.703823,LMNB1,1.6794587,0.0,42.244373,UGCG,1.9422667,0.0,47.857098,ESYT1,2.6710927,0.0,41.112858,FST,5.4126287,1.2764603096591616e-248,33.850822,IGSF6,2.4040096,0.0,38.706867,KDM6B,1.9997807,2.7001469440981516e-202,30.543638,SLC15A3,3.3644156,0.0,53.480755,CR1L,8.933655,4.127339153676662e-31,12.092005,GYPC,3.0129395,1.3419496534855777e-14,8.398373,LGALS1,3.292766,3.262870180340413e-193,29.851154,CXCR4,1.3183948,9.618286407330844e-06,5.2213087
MT-ND3,2.223209,0.0,46.470867,ATP6AP1,1.6304641,1.4462350117429683e-23,10.420473,MBOAT7,1.003867,2.055396513028667e-77,18.818348,QPCT,2.0532558,0.0,48.01482,STK17B,1.601109,0.0,42.622265,KIFC1,2.4710002,0.0,42.03622,CDK1,2.1927822,0.0,47.856186,PTGS1,3.5426824,0.0,40.826588,DCBLD2,4.8200345,3.9351574225905333e-246,33.680653,BCL2A1,1.4598653,0.0,38.19306,FTL,1.067459,2.1054589165466283e-200,30.400122,PLA2G7,3.5286753,0.0,53.120094,MED12L,4.4261794,4.26912703837043e-31,12.087634,RCL1,3.6999192,1.5632363245615493e-14,8.378513,CTHRC1,8.598748,2.865995854528323e-191,29.700312,PPP1R16B,4.542445,9.629662995625552e-06,5.219984
MCM6,2.2724347,0.0,46.43501,SH3BGRL,1.5178943,1.6939586099709732e-23,10.405046,ANKRD28,1.4114233,4.8230704589622966e-77,18.772533,NCF2,1.513661,0.0,47.937805,MBOAT7,1.5780154,0.0,42.47798,HIST1H4C,2.0553958,0.0,41.87954,MT-ND4,1.9716182,0.0,47.678734,ZFP36L1,3.780711,0.0,40.357803,IL9R,4.0742574,3.367676292281729e-240,33.272396,JAML,2.266166,0.0,38.12101,EREG,3.3573155,4.340605142731984e-198,30.223825,MARCO,6.7710824,0.0,53.008938,GMPR,4.99536,6.125960852550798e-31,12.056354,CBFA2T3,4.2311616,1.603522261677549e-14,8.373632,REXO2,3.5476792,1.0298966336162098e-190,29.656567,RELB,1.8962547,9.680110514721869e-06,5.218466
MCM3,2.3875794,0.0,46.049923,C1QA,4.0559435,4.200880015141573e-23,10.315919,ADGRE1,4.3154106,1.792537759328763e-75,18.577286,PROK2,2.5046666,0.0,47.784718,FTH1,1.8571537,0.0,41.959606,HMMR,2.713084,0.0,41.782166,GSTP1,1.7787088,0.0,47.66083,TIMP1,2.5918787,0.0,40.324966,MS4A2,4.2762637,4.714318486440352e-239,33.192486,TANK,1.7212819,1.3710961346046862e-307,37.637924,CD83,2.140308,1.6156988787971947e-197,30.179672,LYZ,2.7558866,0.0,52.807434,TUBB1,11.611702,2.1275475073166566e-30,11.951797,TXNDC5,2.4175067,3.4585859130926596e-14,8.280738,ADGRL4,9.400866,4.1883647570726324e-190,29.608597,REL,1.9208394,1.1095781484682453e-05,5.189296
EIF3A,1.4694991,0.0,45.65424,LTA4H,2.620003,1.9956836587331564e-22,10.157506,SIAH2,1.9664131,2.9162125035281314e-75,18.550821,TSPO,1.3596454,0.0,47.664608,SAT1,1.6188172,0.0,41.849506,ERG,1.9904375,0.0,41.557404,PCLAF,2.3088624,0.0,47.28329,BTK,3.372277,0.0,39.720543,ARHGEF6,2.8446167,2.934111993661403e-235,32.927914,CD14,2.1423757,7.38165314901718e-307,37.592815,ANXA5,1.9246774,1.0437291971124094e-196,30.11719,ENG,2.9536965,0.0,52.61686,RGS6,11.375694,1.7613676620032425e-29,11.773317,HMGN5,3.010957,3.739150181355381e-14,8.269597,WWTR1,8.985198,7.259366740722503e-190,29.589369,STK17B,1.313156,1.583746342394028e-05,5.111452
SCD,1.4517598,0.0,45.392838,ACTB,0.7887969,2.206908923073313e-22,10.146859,PATJ,4.221039,4.3143753781840456e-75,18.529648,MLKL,1.6516881,0.0,47.462845,TRIB1,1.6829765,0.0,41.753235,BASP1,1.3680208,0.0,41.30143,IDH2,1.6203845,0.0,47.22837,ENPP3,4.6017056,0.0,39.665874,RAPGEF2,3.051912,3.1617962251846795e-230,32.57387,NFKBIZ,1.4700059,2.057146893758378e-304,37.442097,PLXND1,2.6165853,2.271619552122133e-191,29.706087,SLCO2B1,4.120429,0.0,52.453346,MPIG6B,10.784928,1.9236940328514616e-29,11.764359,CA1,11.167911,4.0693698384649415e-14,8.255882,ANXA2,3.9986475,4.545122086962539e-189,29.526724,P2RY10,5.0491977,2.9440939870608085e-05,4.977303
CAT,1.3706194,0.0,45.313686,MGST3,2.4758184,2.2279080682813985e-22,10.1453705,CCL23,3.293202,2.0877358553967208e-72,18.190664,RFLNB,1.538541,0.0,47.2474,CPD,2.11296,0.0,41.110332,HJURP,2.3866694,0.0,40.87124,NUSAP1,2.1121569,0.0,47.082787,TACC1,1.4503881,0.0,39.561005,CD36,4.8564425,5.122921221655137e-227,32.34531,KDM6B,1.6761076,1.117611392688512e-299,37.149597,ZEB2,1.5707084,3.1221239848583453e-187,29.383293,THBD,3.4361465,0.0,52.40941,HIPK2,2.825539,2.3185457325125515e-29,11.745669,LDHB,2.5331013,4.0840543448884886e-14,8.253683,ITGA5,3.7995517,5.168984112533898e-189,29.521729,ARL4C,2.4342222,4.4054495441741624e-05,4.888993
MIF,1.7961595,0.0,45.20815,MARCO,4.242565,3.834241657778893e-22,10.089481,DACH1,1.4601103,4.6097586946287105e-68,17.627533,FPR1,2.4660807,0.0,47.206314,NFIL3,1.6743622,0.0,40.899364,ADGRG3,1.5282073,0.0,40.830643,TUBA4A,2.2567184,0.0,46.470253,PALM2-AKAP2,2.4190938,0.0,39.534187,LGALS8,2.6603608,9.537702767097762e-227,32.32557,SLC15A3,2.2887444,2.632034120575276e-299,37.12618,SERPINB2,3.3509011,5.985855916542712e-180,28.806967,ACP5,3.9472198,0.0,52.405403,HEXIM1,3.5346088,2.3185457325125515e-29,11.7456255,ST8SIA6,5.625106,6.218082155156194e-14,8.19813,PLS3,9.118102,5.991619779850232e-189,29.516098,RCAN3,4.267677,4.614300107027927e-05,4.877509
DDX21,1.6921768,0.0,44.89057,HSD17B4,1.5857512,1.254854033394445e-21,9.967091,IPO11,2.4926662,6.90176481593605e-68,17.60441,IL17RA,1.5297047,0.0,47.085205,CR1,2.132099,0.0,40.87855,CEACAM6,2.157181,0.0,40.517338,YWHAH,1.6239128,0.0,46.257484,CRIP1,2.750578,0.0,39.411484,NR4A1,3.4198718,6.3741153886296e-226,32.266277,FCGRT,2.1070354,2.8154726627880768e-297,36.999832,PSAP,1.3630651,1.3626058093619107e-177,28.617506,CXCL5,6.540415,0.0,52.384537,MYH9,1.9775909,2.4426327332670978e-29,11.739772,MLLT3,4.7231574,6.7770407000057e-14,8.186089,LOXL2,8.134442,8.864855552423343e-189,29.502218,DOCK10,2.5247793,5.8288390457552936e-05,4.8267922
MYDGF,1.5743846,0.0,44.811005,RNH1,1.6611326,1.282587911582723e-21,9.964595,RAB44,1.7922479,4.639750555509972e-66,17.36309,MSRB1,1.7038176,0.0,46.312687,SQSTM1,1.5231801,0.0,40.217384,ANLN,2.4146287,0.0,40.49687,PLAC8,1.8592018,0.0,46.12043,C11orf24,3.2224965,0.0,39.409325,RGS10,3.3371959,2.873488003744511e-225,32.219097,ICAM1,1.9839841,8.356071575747853e-291,36.594036,ITGAX,2.3622105,6.906340297238117e-176,28.479525,NRP2,4.892827,0.0,51.8369,GUCY1B1,9.027814,2.6357058580639833e-29,11.731914,ATP7B,7.5039797,7.192242694835123e-14,8.177263,CNN3,7.9432397,1.7809515934290377e-187,29.399853,NLRP1,3.1094234,6.0305130766995776e-05,4.8179007
NOLC1,2.266044,0.0,44.778496,ITGB2,1.4577786,1.3446955758812265e-21,9.959571,RAB11FIP1,0.95062697,4.6407965071952926e-66,17.362984,APOBR,1.4165474,0.0,46.23509,IVNS1ABP,1.3952211,0.0,40.190243,TYMS,1.7856652,0.0,40.42136,SMC1A,1.6844139,0.0,46.082333,TNFSF10,2.9248886,0.0,39.352863,BHLHE40,1.8604475,9.496529324143834e-223,32.03721,PNRC1,1.2130336,2.637206999929195e-289,36.499302,CDKN1A,2.2303655,5.1607089621714855e-174,28.327202,FTL,1.6151804,0.0,51.72542,TC2N,8.253994,2.839556307451654e-29,11.724208,MAGED1,3.3487482,8.130132526216442e-14,8.160832,ITGAV,4.917073,4.823468981624335e-187,29.364788,SARAF,2.0347855,6.598222357597573e-05,4.798995
SLC2A5,2.5438373,0.0,43.622738,NUCB1,1.0828443,1.7143023637192533e-21,9.934432,FBP1,2.0388782,1.7411509167525908e-64,17.151417,C5AR1,1.9672099,0.0,46.07852,BCL2A1,1.4882362,0.0,40.18886,SHCBP1,2.196884,0.0,40.25842,ATP8B4,1.6782709,0.0,45.855625,RGS1,4.95996,0.0,39.330505,FAM102A,3.8643646,7.354555233514075e-222,31.972822,CCL4,2.4217722,1.3398548046676859e-288,36.454426,NPC1,2.1774147,1.1638215963105366e-173,28.297424,MRC1,3.2349203,0.0,51.49511,ESAM,5.959899,9.156146218051736e-29,11.623254,MAT2A,2.0323322,8.953197261967905e-14,8.147554,NES,9.588342,4.034893622728203e-186,29.291866,GIMAP7,7.7156444,8.115123067006388e-05,4.7503457
P2RY2,1.815421,0.0,43.155506,PPT1,1.6971676,2.4557019545512443e-21,9.896007,MYADM,1.0759383,2.643432224297868e-63,16.990814,CEACAM3,2.0969472,0.0,45.663364,SOCS3,2.0691707,0.0,40.153294,CD24,1.8518542,0.0,40.242855,KIF22,2.2133708,0.0,45.828445,ACSL4,2.5292115,0.0,38.8015,AHR,2.6901183,3.377774765514355e-220,31.852531,GLUL,1.1085954,1.0654813973093475e-287,36.3972,NINJ1,1.6339611,1.1638215963105366e-173,28.297277,CST3,3.3111937,0.0,51.333805,NFIB,6.658497,1.2636955535761473e-28,11.594332,JPT2,2.7545245,1.1100420969797281e-13,8.119903,LAMA4,10.131999,2.2541795940974553e-185,29.232569,CD96,3.399024,8.62546943844919e-05,4.733774
MCM4,2.2309399,0.0,43.126873,CCL18,3.7427256,4.731191192550775e-21,9.827997,RNF138,1.7484958,2.798211869913471e-62,16.850328,ACTG1,1.4135213,0.0,45.35469,METRNL,1.6525061,0.0,40.078693,SPC25,2.365165,0.0,39.710854,MT-CO3,2.005939,0.0,45.690186,MFAP3L,5.5410976,0.0,38.774998,MT2A,3.4695144,3.6992060650633176e-220,31.849201,TNFAIP3,1.7974623,3.4196033420222337e-286,36.301506,NIBAN2,2.5891056,2.0998478818990747e-173,28.275835,FABP3,6.466915,0.0,51.297813,PARVB,4.0266566,1.3514404706042893e-28,11.587234,ITGA2B,3.1593723,1.3500046854136474e-13,8.093204,PEA15,4.165601,4.199634791851091e-185,29.210735,TMSB10,1.3773338,9.047497332173365e-05,4.7227583
EIF3B,1.6204262,0.0,43.111866,ANXA11,1.1951615,7.432691839643584e-21,9.779637,GATA1,2.8704026,1.4008072839132971e-61,16.75343,CNN2,1.4554015,0.0,44.78932,CSRNP1,1.6675568,0.0,40.074394,TUBB,1.6247729,0.0,39.69822,MIS18BP1,1.816056,0.0,45.633232,RUNX2,2.9473112,0.0,38.73126,JUP,4.2125635,1.4599222322237014e-219,31.805637,OLR1,1.8648101,1.54698163257655e-277,35.747356,MRC1,2.3982253,9.728642407098836e-173,28.221033,PLPP3,2.9903421,0.0,50.678947,TMBIM1,2.2922883,1.409409984843834e-28,11.582306,METAP2,2.5928802,2.0273617243198653e-13,8.035682,SPOCK1,9.643977,4.5976612396192194e-185,29.207083,CRIP1,2.3500097,9.691725422430798e-05,4.7065744
PDIA6,1.7895296,0.0,43.066326,S100A4,2.058354,1.3574144437506538e-20,9.715757,MT1X,1.9868349,2.650666545684863e-61,16.715023,TMEM45B,2.1644807,0.0,44.321728,CD300A,1.707004,0.0,39.726738,DLGAP5,2.8002493,0.0,39.689552,ERLIN1,1.9565288,0.0,45.294357,VWA5A,2.90039,0.0,38.700443,EPAS1,2.3335414,5.560431863618624e-217,31.617968,MAP3K8,1.3135195,9.491919039331319e-274,35.502396,IL7R,3.3910134,2.9272673251273915e-168,27.852531,SLC11A1,3.360059,0.0,50.31016,WIPF1,1.9410993,1.9489414085368829e-28,11.553182,UBE2V1,2.1207376,2.9202094576207033e-13,7.9864426,CAVIN1,4.6116858,4.185714172572742e-184,29.130903,NELL2,13.393581,0.00012206450530212942,4.653685
CALR,1.790002,0.0,43.009464,SDCBP,1.5802622,1.4052675869055472e-20,9.711374,RNF168,1.4803284,2.360631255987573e-60,16.583126,MEGF9,1.8961401,0.0,43.43108,CSF1,2.1285567,0.0,39.288975,SERPINB10,1.626448,0.0,39.39669,NCAPG2,1.9321512,0.0,45.138855,MSN,1.0492971,0.0,38.684002,CAPG,2.1452796,7.893273364615914e-217,31.606436,NAMPT,1.6439683,9.050590112849748e-271,35.308464,CLEC7A,1.9487689,3.4467948713464564e-166,27.679873,RCAN1,3.8665688,0.0,50.16387,CLU,2.878999,2.091998399262213e-28,11.545801,MTHFD1,2.4485974,3.1648154895642877e-13,7.975088,TMSB10,2.7290103,3.585646358958642e-183,29.056623,CD6,10.943923,0.00012745793174840324,4.6439133
RNASE3,2.5578961,0.0,43.00613,FBP1,3.3389468,2.408073494375915e-20,9.653707,MBOAT1,2.9166176,7.356852960226874e-60,16.513756,NBEAL2,1.3957866,0.0,43.239162,ITGAX,2.0398269,0.0,39.211285,PLK1,2.8755949,0.0,39.209885,MGST1,1.5965544,0.0,44.802517,GLUL,1.3931494,0.0,38.569427,RAC2,1.5363486,2.028184911278576e-216,31.576138,GPX4,1.3731664,2.419559734870849e-270,35.2803,LMNA,2.2263515,2.4158691536881946e-165,27.608967,LGMN,5.914181,0.0,50.144577,RAB6B,8.148782,2.926019994096931e-28,11.514383,DRAP1,1.5105863,3.237145614822848e-13,7.9708843,SYNPO,10.0382395,2.4209393153731878e-182,28.990366,GIMAP4,6.0381217,0.00014023043840853404,4.622028
NOP16,2.3810222,0.0,42.84947,GPX4,1.4684936,2.856518003730389e-20,9.635324,SUSD1,1.8751456,8.567301063504061e-60,16.50431,ALOX5AP,1.3817444,0.0,42.900547,TRIB3,2.1316125,0.0,39.15907,GCA,1.3998673,0.0,39.189003,TACSTD2,2.8691134,0.0,44.491463,GPR65,3.1029832,0.0,38.531055,FCER1A,4.7082143,6.347954014554698e-216,31.539568,PLAU,1.5736082,1.809181227399152e-269,35.222954,USP12,2.1463041,7.151553937905362e-163,27.4018,PDXK,1.9296851,0.0,50.143375,KLHL5,3.6003737,4.857087665215671e-28,11.468139,HSP90AB1,2.0424368,3.6834611168035647e-13,7.95351,MMP10,6.8616886,2.954890861154657e-182,28.982973,IKZF3,4.776265,0.00027842167944115606,4.4625444
DEFA4,2.885801,0.0,42.66172,AIF1,1.5000962,2.9240990379961736e-20,9.632635,EGR1,0.89253145,6.651883526507018e-59,16.379278,BASP1,1.2844298,0.0,42.58555,ATP2B1,1.7429985,0.0,38.850327,KIF14,2.6984239,0.0,39.181156,ANLN,2.3221865,0.0,44.446953,PRNP,2.3058248,0.0,38.366013,TPM4,2.0608478,7.960611256791154e-214,31.385277,MAFB,2.5074236,1.5498426427467197e-260,34.63361,ATP13A3,2.0514934,2.8905034962351196e-161,27.265553,KYNU,4.444318,0.0,50.000244,BEX3,3.1804414,5.467464382396559e-28,11.456677,RUVBL1,2.8279705,5.072790542822439e-13,7.912392,FSCN1,6.206832,5.003767133272018e-182,28.964296,TRAF1,2.634926,0.000297521859344019,4.4446645
FBL,2.0229552,0.0,42.295273,NPC2,0.89227813,5.46987429415987e-20,9.566379,EBP,0.9723125,4.6065606663898666e-57,16.116087,KIF21B,1.805264,0.0,42.29199,CEBPB,1.8340892,0.0,38.393257,APMAP,1.2709423,0.0,39.14419,KIF11,2.2347295,0.0,44.02277,TXNIP,1.7681597,0.0,38.241463,CYP1B1,3.1647587,1.4494257725572652e-211,31.218746,PSAP,1.0213335,4.405752594042273e-259,34.53659,ZNF697,2.9459126,6.63168466763059e-161,27.234585,CD9,2.8448477,0.0,49.665745,LY6G6F,13.081377,8.674714813505544e-28,11.415419,GSTM3,3.6339405,5.403298633834928e-13,7.9018927,PARVA,9.13823,5.589592921075879e-182,28.959967,IL2RB,5.4400544,0.00032473184722130085,4.4238048
DKC1,1.7953097,0.0,41.978493,IFI30,1.5578175,1.5574428952623995e-19,9.451983,ITGA4,1.7073778,2.0580762925973663e-55,15.877349,GPSM3,1.332954,0.0,42.195446,MGAT1,1.6417003,0.0,38.281303,KIF23,2.457372,0.0,38.92376,SPC25,2.333285,0.0,44.022163,LPCAT2,1.7761862,0.0,38.233967,C5orf22,3.2187474,1.1733516367686258e-209,31.077396,SDCBP,1.3249121,5.717043891918801e-257,34.395226,CSTB,1.8051215,4.3739181424567064e-160,27.164797,LAMP1,1.4578328,0.0,49.642952,MAST4,4.814617,9.646509552798044e-28,11.405,EIF3A,1.8191466,5.403298633834928e-13,7.9017944,ECSCR,4.6318517,1.1704271572374165e-181,28.933962,DDX6,1.2866778,0.0003421547241424758,4.408533
DEFA3,2.8165462,0.0,41.900776,C1QC,3.717155,3.2003404612321363e-19,9.372557,RIN3,0.8007129,2.0512011830536918e-50,15.128725,THEMIS2,1.3901927,0.0,42.013912,NOP10,1.5303143,0.0,38.264782,LTF,2.6279612,0.0,38.8233,PSAT1,1.8923699,0.0,43.913666,CCNI,1.3446505,0.0,38.14289,CSF2RB,2.3313942,1.2404128753829872e-205,30.777256,CCL3L1,2.5332394,7.149353017910882e-256,34.32115,LGALS3,1.9221969,7.513194259409778e-160,27.144379,CPVL,4.1107693,0.0,49.62858,MTURN,4.220972,1.7599756084485282e-27,11.351382,NMNAT3,6.3583326,7.373040259845662e-13,7.8589497,CRIM1,5.858512,7.490316071878602e-181,28.868826,BIRC3,2.5999553,0.00041115104820141346,4.3626943
FAH,1.6268667,0.0,41.86654,HSPB1,2.2218435,2.8401293264169824e-18,9.1307745,PNRC1,0.5581997,6.601938707760917e-50,15.050109,EIF4E3,1.8660524,0.0,41.9407,SGK1,1.7882588,0.0,37.88026,INCENP,2.2601838,0.0,38.688343,CEP55,1.954071,0.0,43.863914,SOCS1,3.1703594,0.0,37.95884,S100A10,2.6878328,3.805929726441336e-204,30.66551,ITGAX,1.8693707,9.555602313888516e-256,34.3124,GLIPR1,2.251604,9.350948906262309e-159,27.05094,TNS3,4.3294573,0.0,49.1218,PBX1,6.245914,2.279756774602563e-27,11.327576,ENG,2.5635552,9.092646401270656e-13,7.8281093,PLXND1,3.7429152,1.6325035611219094e-178,28.68145,DDX5,0.49598935,0.0004112893762992273,4.3622336
SRSF7,1.709661,0.0,41.747158,ECH1,1.339035,6.653062919158728e-18,9.035673,ACSM3,3.4524796,2.0384180297734373e-49,14.974294,GTPBP1,1.743802,0.0,41.294735,CCL3L1,2.849958,1.1230919552713765e-307,37.6373,FOLR3,1.877803,0.0,38.276413,ASF1B,2.1606169,0.0,43.81101,DDIT4,2.8425946,0.0,37.934032,ITGB3,4.19603,6.603463702335654e-204,30.64714,PPP1R15A,1.3155546,9.98431509570205e-255,34.243706,MMP19,4.338769,3.2262415078402e-158,27.004673,EMP1,3.2428877,0.0,49.065907,PDGFB,6.7217836,1.0061251781414669e-26,11.194466,FN3K,4.815355,9.861389815168212e-13,7.81598,LTBP2,8.96647,1.583702805317776e-177,28.601732,CTDP1,1.7033869,0.0004467440731651725,4.341414
